Wuhan		CN	652
Wuxi		CN	236
Warsaw		PL	113
Wenzhou		CN	57
Wrocław	Wroclaw	PL	42
Winnipeg		CA	42
Washington, D.C.		US	40
Warangal		IN	37
Warri		NG	35
Wuhu		CN	33
Wuwei		CN	32
Wenshan City		CN	30
Welkom		ZA	28
Wandsbek		DE	27
West Jerusalem		IL	26
Weifang		CN	26
Wichita		US	25
Wellington		NZ	25
Wuppertal		DE	24
Wakayama		JP	23
West Raleigh		US	22
Wad Medani		SD	22
Wŏnsan	Wonsan	KP	21
Wusong		CN	20
Wollongong		AU	19
Windsor		CA	18
Wiesbaden		DE	18
Windhoek		NA	17
Wuzhou		CN	17
Witbank		ZA	17
Wolverhampton		GB	16
Wafangdian		CN	16
Wŏnju	Wonju	KR	16
Winston-Salem		US	15
Wuxue		CN	14
Wuhai		CN	14
Waitakere		NZ	13
Wanxian		CN	12
Wādī as Sīr	Wadi as Sir	JO	12
Worcester		US	12
Weinan		CN	11
Walsall		GB	11
Westonaria		ZA	10
Weihai		CN	10
Wola		PL	9
Weru		ID	9
West Bromwich		GB	9
Warren		US	8
Würzburg	Wuerzburg	DE	8
Wuda		CN	8
West Valley City		US	8
Worcester		ZA	8
Wałbrzych	Walbrzych	PL	8
Wau		SS	8
Watford		GB	8
Willemstad		CW	8
Waco		US	8
Wolfsburg		DE	8
Włocławek	Wloclawek	PL	8
Wardha		IN	7
Waterbury		US	7
Wilmington		US	7
Westminster		US	7
West Covina		US	7
Wichita Falls		US	6
Wuchuan		CN	6
Woking		GB	6
West Jordan		US	6
Wazīrābād	Wazirabad	PK	6
Witten		DE	6
Worcester		GB	6
West Palm Beach		US	6
Worthing		GB	6
Waterloo		CA	6
Wabu		KR	6
Wuchang		CN	6
Wilmersdorf	Wilmersdorf Bezirk	DE	6
West Albany		US	6
Wonosobo		ID	6
Wukari		NG	6
Winterthur		CH	6
Warmbaths		ZA	6
Weichanglu		CN	6
Westminster		US	5
Waukegan		US	5
Wangqing		CN	5
Whittier		US	5
Wilhelmshaven		DE	5
Westland		US	5
Wanju		KR	5
Weston-super-Mare		GB	5
Warwick		US	5
Watampone		ID	5
Warrington		GB	5
Worms		DE	5
Wigan		GB	5
Willowdale		CA	5
Wuyang		CN	5
Wakefield		GB	5
Wedding	Wedding Bezirk	DE	5
Wa		GH	5
Wako		JP	5
Waterford		US	5
Wyoming		US	4
West Gulfport		US	4
Wilmington		US	4
Waukesha		US	4
Woodland Hills		US	4
Wangkui		CN	4
Wum		CM	4
Wāshīm	Washim	IN	4
Waterloo		US	4
Waldorf		US	4
Wenling		CN	4
Wacheng		CN	4
Warner Robins		US	4
White Rock		CA	4
Wuxi		CN	4
West Lynchburg		US	4
Weston		US	4
Wanning		CN	4
Weimar		DE	4
West Bloomfield Township		US	4
Waterlooville		GB	4
Walnut Creek		US	4
West Hartford		US	4
Wawer		PL	4
West Coon Rapids		US	4
Woodbury		US	4
Wesel		DE	4
Waltham		US	4
West Allis		US	4
Wucheng		CN	4
Wenshang		CN	3
Wallasey		GB	3
Weleri		ID	3
Wels		AT	3
Wayne		US	3
Wani		IN	3
Wenxing		CN	3
White Plains		US	3
Weining		CN	3
West Des Moines		US	3
Wellington		US	3
Widnes		GB	3
West Haven		US	3
Woodland		US	3
Wedi		ID	3
Wanparti		IN	3
Wolfenbüttel	Wolfenbuettel	DE	3
Weymouth		US	3
Wokha		IN	3
Washington		GB	3
Waiblingen		DE	3
Wheaton		US	3
Wetzlar		DE	3
Walvis Bay		NA	3
Willich		DE	3
Winterhude		DE	3
Watsonville		US	3
Whangarei		NZ	3
Welland		CA	3
Weymouth		GB	3
Wellingborough		GB	3
West New York		US	3
Wodzisław Śląski	Wodzislaw Slaski	PL	3
Wolmaransstad		ZA	3
Wilson		US	3
Waingapu		ID	3
West Sacramento		US	3
Weert		NL	3
Woerden		NL	3
West Bridgford		GB	3
Wheaton		US	3
West Orange		US	3
Waterford		IE	3
Warud		IN	3
Wānkāner	Wankaner	IN	3
Weißensee	Weissensee	DE	3
Wagga Wagga		AU	3
Wejherowo		PL	3
Wauwatosa		US	3
Wajir		KE	3
Waalwijk		NL	3
Wismar		DE	3
Welwyn Garden City		GB	2
West Seneca		US	2
West End		CA	2
Winneba		GH	2
Wesley Chapel		US	2
Wrexham		GB	2
Weinheim		DE	2
West Babylon		US	2
Warin Chamrap		TH	2
Wattrelos		FR	2
Wallsend		GB	2
Wakema		MM	2
West Vancouver		CA	2
Wesselsbron		ZA	2
Weiden		DE	2
Welling		GB	2
Wunstorf		DE	2
Warren		US	2
Wakkanai		JP	2
Warora		IN	2
Wilkes-Barre		US	2
Wylie		US	2
West Hills		US	2
Welisara		LK	2
Woonsocket		US	2
Wokingham		GB	2
Westfield		US	2
Worksop		GB	2
Wanganui		NZ	2
Winchester		GB	2
Wiradesa		ID	2
Wichian Buri		TH	2
Wausau		US	2
Warendorf		DE	2
Wichit		TH	2
Whitney		US	2
Westend		DE	2
Wiener Neustadt		AT	2
Wonopringgo		ID	2
Waliso		ET	2
Waipahu		US	2
Woburn		US	2
Whitley Bay		GB	2
Woodlawn		US	2
Werribee		AU	2
Wheeling		US	2
Wilhelmstadt		DE	2
Würselen	Wuerselen	DE	2
Wermelskirchen		DE	2
Wilmslow		GB	2
Wołomin	Wolomin	PL	2
Watari		JP	2
Włochy	Wlochy	PL	2
Westerville		US	2
West Torrington		US	2
Willowbrook		US	2
Walkden		GB	2
Waregem		BE	2
Weslaco		US	2
Wesseling		DE	2
Wangon		ID	2
Wildwood		US	2
Wageningen		NL	2
Wāris Alīganj	Waris Aliganj	IN	2
West Little River		US	2
Winter Garden		US	2
Wernigerode		DE	2
West Hollywood		US	2
Warrnambool		AU	2
West Lake Sammamish		US	2
Woodstock		CA	2
Winter Haven		US	2
Wigston Magna		GB	2
Wednesfield		GB	2
Winter Springs		US	2
Wickford		GB	2
Woodridge		US	2
Wai		IN	2
Westlake		US	2
Wijchen		NL	2
Winsen		DE	2
Wildomar		US	2
Werl		DE	2
Wavre		BE	2
Wedel		DE	2
Wenatchee		US	2
Watertown		US	2
Westmont		US	2
Walla Walla		US	2
Willingboro		US	2
Wodonga		AU	2
Wenchi		GH	2
West Bend		US	2
Wevelgem		BE	2
Wayne		US	2
Winsford		GB	2
Werne		DE	2
Wattala		LK	2
Wādi	Wadi	IN	2
Westfield		US	2
Walajapet		IN	2
Waltrop		DE	2
Whitstable		GB	2
Wheat Ridge		US	2
West Warwick		US	2
Wake Forest		US	2
Westfield		US	2
Westchester		US	1
Weißenfels	Weissenfels	DE	1
Waterloo		BE	1
Waegwan		KR	1
Winterswijk		NL	1
Wegberg		DE	1
Waxahachie		US	1
West Lafayette		US	1
Weil am Rhein		DE	1
Williamsport		US	1
Wongsorejo		ID	1
Walnut		US	1
Wetter (Ruhr)		DE	1
Wentzville		US	1
Wittenau		DE	1
West Kelowna		CA	1
Windsor		US	1
West Elkridge		US	1
Września	Wrzesnia	PL	1
Warstein		DE	1
Wheeling		US	1
West Islip		US	1
Windsor		GB	1
Wellesley		US	1
Winchester		US	1
West Springfield		US	1
Winter Park		US	1
Winnenden		DE	1
West Scarborough		US	1
Wishaw		GB	1
Winona		US	1
Waddān	Waddan	LY	1
Willenhall		GB	1
Wonosari		ID	1
Wamba		NG	1
Wilmette		US	1
West Chicago		US	1
Wangen im Allgäu	Wangen im Allgau	DE	1
Watertown		US	1
West Milford		US	1
Werota		ET	1
Windsor		US	1
Wethersfield		US	1
Wyszków	Wyszkow	PL	1
Wete		TZ	1
Westport		US	1
Werkendam		NL	1
Wiehl		DE	1
West Memphis		US	1
Wanaraja		ID	1
Winchester		US	1
Weinstadt-Endersbach		DE	1
Welahan		ID	1
Wooster		US	1
Wałcz	Walcz	PL	1
Wyandotte		US	1
West Fargo		US	1
Walnut Grove		CA	1
Wiesloch		DE	1
Wolfsberg		AT	1
Wasco		US	1
West Whittier-Los Nietos		US	1
Wolvega		NL	1
Wassenaar		NL	1
Waddinxveen		NL	1
Wolfen		DE	1
Weatherford		US	1
West Linn		US	1
Wakefield		US	1
Whitehall Township		US	1
Wertheim		DE	1
Whitehaven		GB	1
Woodstock		US	1
Westmont		US	1
Waldkraiburg		DE	1
Watsa		CD	1
Walsrode		DE	1
Wągrowiec	Wagrowiec	PL	1
Werdau		DE	1
Wobulenzi		UG	1
Wieluń	Wielun	PL	1
Wednesbury		GB	1
Warburg		DE	1
Warburton		PK	1
Weiterstadt		DE	1
Wallenhorst		DE	1
Witney		GB	1
Weinzierl bei Krems		AT	1
Woodburn		US	1
Warwick		GB	1
Waverly		US	1
Woodstock		US	1
Watertown		US	1
Weingarten		DE	1
Wārāseonī	Waraseoni	IN	1
White Bear Lake		US	1
Wipperfürth	Wipperfuerth	DE	1
Wijk bij Duurstede		NL	1
Whitefield		GB	1
Walker		US	1
Watauga		US	1
Whitehorse		CA	1
Wierden		NL	1
Wright		US	1
Windham		US	1
Wudil		NG	1
Webster Groves		US	1
Witham		GB	1
Westhoughton		GB	1
Wetteren		BE	1
Walton-on-Thames		GB	1
Wellington		GB	1
Willebroek		BE	1
Woodford Green		GB	1
West Odessa		US	1
West Puente Valley		US	1
Westerlo		BE	1
Wasco		US	1
Webuye		KE	1
West Springfield		US	1
Waldshut-Tiengen		DE	1
Werder		DE	1
Wülfrath	Wuelfrath	DE	1
Wilmington		US	1
Willoughby		US	1
Weligama		LK	1
Weißwasser	Weisswasser	DE	1
Warnes		BO	1
Wanlaweyn		SO	1
Wekiwa Springs		US	1
West and East Lealman		US	1
Westerstede		DE	1
Wāling	Waling	NP	1
Westchase		US	1
West Carson		US	1
Westford		US	1
Wadsworth		US	1
Wilnsdorf		DE	1
Watertown		US	1
Waren		DE	1
Weilheim		DE	1
Winchester		US	1
Wittmund		DE	1
West Pensacola		US	1
Woensdrecht		NL	1
West Lake Stevens		US	1
Waynesboro		US	1
Woodlawn		US	1
Woodridge		AU	1
Winter Gardens		US	1
Wade Hampton		US	1
Workington		GB	1
Wakiso		UG	1
Westmount		CA	1
Werdohl		DE	1
West Mifflin		US	1
Wellington		IN	1
Wisbech		GB	1
Waghäusel	Waghausel	DE	1
Wittenberge		DE	1
Waldkirch		DE	1
Wachtberg		DE	1
Wesoła	Wesola	PL	1
Wenden		DE	1
Wandlitz		DE	1
Waterloo		SL	1
Weirton		US	1
Whyalla		AU	1
Willmar		US	1
West Saint Paul		US	1
Waldbröl	Waldbroel	DE	1
Wilsonville		US	1
Wisch		NL	1
Weybridge		GB	1
Weirton Heights		US	1
Wazīrganj	Wazirganj	IN	1
Weil der Stadt		DE	1
Wasquehal		FR	1
Woodbridge		US	1
Wadowice		PL	1
White Oak		US	1
Wiset Chaichan		TH	1
Wantagh		US	1
West Hempstead		US	1
Warrensburg		US	1
Washington		US	1
Wārāh	Warah	PK	1
Wieliczka		PL	1
Windsor		US	1
Whakatane		NZ	1
Westminster		US	1
West Molesey		GB	1
Winschoten		NL	1
Wadgassen		DE	1
West Chester		US	1
Winchester		US	1
Wisconsin Rapids		US	1
West Melbourne		US	1
Wakuya		JP	1
Wer		IN	1
Wewak		PG	1
Wallingford Center		US	1
Wettingen		CH	1
Wuustwezel		BE	1
Wildeshausen		DE	1
Waltham Abbey		GB	1
Wilton		US	1
Whitehall		US	1
Warrenton		ZA	1
Westerly		US	1
Wittlich		DE	1
Warminster		GB	1
Wao		PH	1
Wahiawā	Wahiawa	US	1
Weesp		NL	1
Weißenburg in Bayern	Weissenburg in Bayern	DE	1
Willimantic		US	1
Wallingford		US	1
Wakimachi		JP	1
Winthrop		US	1
Wayne		US	1
Ware		GB	1
Walcourt		BE	1
Westbrook		US	1
Wantirna South		AU	1
White Oak		US	1
Wamba		CD	1
Wittstock		DE	1
Wervik		BE	1
Wyndham Vale		AU	1
Wadern		DE	1
Wörth am Rhein	Woerth am Rhein	DE	1
Willetton		AU	1
Wolfratshausen		DE	1
Wath upon Dearne		GB	1
Wyckoff		US	1
Woodmere		US	1
Wenjī	Wenji	ET	1
Wangaratta		AU	1
Wil		CH	1
Westchester		US	1
Wobkent		UZ	1
Waalre		NL	1
Wassenberg		DE	1
Wolcott		US	1
Whickham		GB	1
Weilerswist		DE	1
Wang Nam Yen		TH	1
Wendelstein		DE	1
Wolf Trap		US	1
White Settlement		US	1
Witzenhausen		DE	1
Wardenburg		DE	1
Westervoort		NL	1
West Pennant		AU	1
Walnut Park		US	1
White River		ZA	1
Wilkinsburg		US	1
Wang Noi		TH	1
Wang Saphung		TH	1
Wittenheim		FR	1
Wendlingen am Neckar		DE	1
Willow Grove		US	1
Wenceslau Braz		BR	1
Waterville		US	1
Weener		DE	1
Williamstown		US	1
Wombwell		GB	1
Wailuku		US	1
Warren Township		US	1
Wurzen		DE	1
Westbury		US	1
Wilmington Island		US	1
Washington		US	1